"position","domain","city","company","experience","english","salary","technology","specialization","period","title","group","framework"
"Software Engineer","Business Intelligence / Data Warehouse,Ecommerce",1,3,10,4,11000,"C#/.NET","Back-end","2024-12",11,1,".NET"
"Software Engineer","Telecom",1,3,7,4,7000,"TypeScript","Front-end","2024-12",6,1,"Vue.js"
"Software Engineer","Retail",12,3,6,5,3200,"C#/.NET","Back-end","2024-12",6,1,""
"QA/QC/SDET","Big Data",1,1,4,4,1100,"C#/.NET","Automation QA","2024-12",3,2,".NET"
"2D Artist","Gamedev",1,3,7,2,1500,"",NA,"2024-12",3,15,NA
"Performance Analyst","Edtech / Education",7,1,4,4,2200,"Groovy",NA,"2024-12",4,3,NA
"QA/QC/SDET","Ecommerce",1,3,2,2,1200,"","Manual QA","2024-12",3,2,""
"QA/QC/SDET","Ecommerce",29,3,4,3,1400,"","Manual QA","2024-12",3,2,""
"Software Engineer","Adtech / Advertising,Ecommerce",1,3,6,4,5000,"PHP","Back-end","2024-12",6,1,"Laravel"
"Graphic Designer","Manufacturing",1,3,2,2,550,"",NA,"2024-12",2,17,NA
"Software Engineer","Medtech / Healthcare",7,3,3,4,2400,"TypeScript","Full Stack","2024-12",3,1,"Nest.js,Vue.js,Laravel,Node.js"
"Software Engineer","Logistics,Medtech / Healthcare",7,1,9,3,4450,"TypeScript","Front-end","2024-12",4,1,"Angular / Angular.js,React"
"Implementer","Medtech / Healthcare",12,3,2,4,1800,"",NA,"2024-12",0,NA,NA
"Talent Researcher","Adtech / Advertising",32,1,3,3,750,"",NA,"2024-12",2,18,NA
"Software Engineer","Manufacturing",1,3,2,4,1900,"C++","Back-end","2024-12",3,1,""
"Software Engineer","",1,3,10,2,3100,"C#/.NET","Full Stack","2024-12",4,1,".NET,ASP.NET,jQuery"
"Software Engineer","Ecommerce",1,3,6,2,2330,"PHP","Back-end","2024-12",3,1,"jQuery,Vue.js,Symfony"
"Software Engineer","Medtech / Healthcare",3,3,1,4,600,"JavaScript","Front-end","2024-12",2,1,"jQuery,WordPress"
"Business Analyst","Fintech / Banking / Capital Management",1,3,7,3,2000,"",NA,"2024-12",4,3,NA
"Software Engineer","Ecommerce",2,3,10,3,5650,"C#/.NET","Full Stack","2024-12",5,1,".NET,ASP.NET,Angular / Angular.js,Node.js"
"Employer Brand Manager","",12,1,3,4,1250,"",NA,"2024-12",3,20,NA
"Project Manager","Ecommerce",3,5,1,5,750,"",NA,"2024-12",0,11,NA
"Software Engineer","Telecom,Machine Learning,Hardware",12,3,10,4,7000,"C++","Full Stack","2024-12",5,1,"Express,Node.js,React,Qt"
"Software Engineer","Ecommerce",32,1,7,4,2470,"PHP","Full Stack","2024-12",4,1,"Laravel,Vue.js,React,Angular / Angular.js"
"QA/QC/SDET","Gamedev",15,3,4,3,700,"","Manual QA","2024-12",3,2,""
"Data/Big Data Engineer","Gambling",1,3,2,3,2300,"Python",NA,"2024-12",3,4,"airflow,dbt,Pandas,NumPy,SQLAlchemy"
"Software Engineer","Edtech / Education",1,1,7,4,5000,"TypeScript","Full Stack","2024-12",4,1,"Next.js,React"
"Software Engineer","Gambling",12,3,3,3,1550,"Java","Back-end","2024-12",2,1,"Spring"
"Software Engineer","Корпоративні системи",14,3,1,4,1000,"TypeScript","Front-end","2024-12",3,1,"Angular / Angular.js"
"Data Scientist","Adtech / Advertising",1,3,7,4,5700,"R",NA,"2024-12",5,4,"Tidyverse,Other"
"Software Engineer","Gambling",1,3,9,1,3850,"JavaScript","Front-end","2024-12",3,1,"Angular / Angular.js,Vue.js"
"Computer Vision Engineer","Miltech",1,4,7,3,4000,"C++",NA,"2024-12",4,4,"NumPy,Matplotlib,OpenCV,PyTorch"
"Software Engineer","Security",12,3,7,4,5000,"C","Embedded","2024-12",6,1,""
"Business Analyst","Fintech / Banking / Capital Management,Gambling,High Load Systems",1,3,3,4,3000,"",NA,"2024-12",4,3,NA
"Software Engineer","Gambling,Business Intelligence / Data Warehouse,Fintech / Banking / Capital Management",23,1,0,4,400,"TypeScript","Full Stack","2024-12",1,1,"Express,Node.js,Next.js,Nest.js,React"
"QA/QC/SDET","Dating",7,3,4,3,2300,"JavaScript","General QA","2024-12",3,2,"Mocha"
"Software Engineer","Gambling",1,3,5,4,4200,"PHP","Back-end","2024-12",5,1,"Yii"
"Head of Sales","Telecom",1,3,10,1,3000,"",NA,"2024-12",7,21,NA
"Software Engineer","Gambling",1,2,1,3,600,"Elixir","Back-end","2024-12",1,1,"Other"
"Software Engineer","Business Intelligence / Data Warehouse",1,1,10,5,4000,"Java","Back-end","2024-12",4,1,"Spring,Vue.js"
"Head of HR","Fintech / Banking / Capital Management",1,3,8,4,5000,"",NA,"2024-12",7,18,NA
"Software Engineer","Blockchain",1,3,5,4,2900,"PHP","Full Stack","2024-12",4,1,"WordPress"
"2D Artist","Gamedev",12,3,4,2,1400,"",NA,"2024-12",3,15,NA
"Talent Manager","Ecommerce",1,3,10,5,3600,"",NA,"2024-12",5,18,NA
"GIS","Gis",1,3,8,1,1000,"",NA,"2024-12",3,NA,NA
"Software Engineer","Ecommerce,Fintech",3,3,10,3,4000,"C#/.NET","Back-end","2024-12",4,1,".NET"
"Software Engineer","Ecommerce",7,2,6,4,3900,"TypeScript","Full Stack","2024-12",4,1,"Angular / Angular.js"
"Machine/Deep Learning Engineer","Embedded",1,3,4,5,1500,"Python",NA,"2024-12",3,4,"PyTorch,OpenCV,NumPy"
"Operations Manager","Ecommerce",1,5,4,3,680,"",NA,"2024-12",0,13,NA
"Software Engineer","Travel",12,1,0,4,4030,"TypeScript","Front-end","2024-12",4,1,"Next.js,Vue.js,React"
"Brand/Marketing Designer","Gambling,Ecommerce",1,3,5,3,2200,"",NA,"2024-12",5,17,NA
"QA/QC/SDET","Ecommerce,Mobile",3,1,6,4,3300,"JavaScript","General QA","2024-12",4,2,"Playwright,Postman,JSON"
"Executive Assistant","Ecommerce",24,4,3,4,2200,"",NA,"2024-12",0,25,NA
"Software Engineer","Ecommerce,Business Intelligence / Data Warehouse,Dating",1,5,0,2,1250,"JavaScript","Full Stack","2024-12",2,1,"Django,Next.js,React"
"Head of Partnership","Ecommerce",21,3,6,2,987,"",NA,"2024-12",7,21,NA
"Software Engineer","Wellbeing",1,4,1,4,1200,"TypeScript","Front-end","2024-12",2,1,"Vue.js"
"Software Engineer","Mobile,Ecommerce",12,6,1,3,1300,"TypeScript","Front-end","2024-12",2,1,"Next.js,Node.js,React,Other,Astro"
"Software Engineer","Media",1,3,1,1,2000,"Python","Back-end","2024-12",3,1,"Django"
"Software Engineer","Consultations",1,3,1,4,1000,"TypeScript","Front-end","2024-12",2,1,"Next.js"
"Software Engineer","Printing",1,2,10,4,5315,"TypeScript","Front-end","2024-12",4,1,"Svelte"
"Software Engineer","Ecommerce",1,3,10,3,980,"JavaScript","Front-end","2024-12",4,1,"React,WordPress,jQuery"
"Software Engineer","Gamedev у некласичному трактуванні (категорія Fantasy Sport)",1,3,6,4,4000,"TypeScript","Back-end","2024-12",4,1,"Nest.js,Node.js"
"QA/QC/SDET","Fintech / Banking / Capital Management",32,7,2,2,1200,"Java","Manual QA","2024-12",2,2,"Cucumber,Maven,Postman,Selenium,TestNG"
"QA/QC/SDET","Edtech / Education",32,3,5,3,2900,"","Manual QA","2024-12",5,2,""
"Software Engineer","",23,1,1,2,450,"TypeScript","Front-end","2024-12",2,1,"React,Next.js"
"Java Engineering Lead","Geospatial",1,1,10,5,6000,"Java",NA,"2024-12",5,NA,NA
"BI Analyst","Retail",12,3,4,3,806,"DB langs",NA,"2024-12",3,3,NA
"QA/QC/SDET","",12,3,3,3,950,"","Manual QA","2024-12",3,2,""
"QA/QC/SDET","Real estate",12,1,5,4,2300,"","Manual QA","2024-12",3,2,""
"Software Engineer","Ecommerce",1,3,3,4,2700,"Python","Back-end","2024-12",3,1,"Django,FastAPI"
"Data/Big Data Engineer","Retail",1,1,4,4,3060,"Python",NA,"2024-12",4,4,"airflow,Pandas,Spark,TensorFlow"
"QA/QC/SDET","Ecommerce",3,1,1,4,1000,"","Manual QA","2024-12",2,2,""
"Software Engineer","Fintech / Banking / Capital Management",15,1,3,4,8700,"Python","Back-end","2024-12",6,1,".NET,ASP.NET,FastAPI,Hibernate,Spring"
"Network Engineer","Manufacturing",1,5,8,4,4000,"",NA,"2024-12",6,6,NA
"QA/QC/SDET","Ecommerce",12,1,4,3,1700,"","Manual QA","2024-12",2,2,""
"DevOps","",3,3,9,3,10000,"",NA,"2024-12",4,5,NA
"QA/QC/SDET","Ecommerce",1,3,4,4,1600,"Python","Manual QA","2024-12",3,2,"PyTest,Selenium,Postman"
"QA/QC/SDET","Insurance",1,1,7,4,5580,"TypeScript","Automation QA","2024-12",4,2,"Playwright,JSON"
"DevOps","Fintech / Banking / Capital Management",28,1,3,3,6000,"",NA,"2024-12",3,5,NA
"DevOps","Media",12,1,9,4,5700,"",NA,"2024-12",4,5,NA
"Software Engineer","Parsing,Scrapping,AI",7,2,3,3,7000,"TypeScript","","2024-12",4,1,""
"QA/QC/SDET","Fintech / Banking / Capital Management",23,1,1,3,350,"","Manual QA","2024-12",2,2,""
"Software Engineer","Ecommerce",2,1,8,4,4200,"Java","Back-end","2024-12",3,1,"Spring"
"HR Business Partner","Gamedev",1,1,6,4,2600,"",NA,"2024-12",5,18,NA
"Social Media Manager","Customer Support Company",32,1,3,3,1500,"",NA,"2024-12",3,20,NA
"Software Engineer","Корпоративні системи",12,1,10,2,2000,"PHP","Back-end","2024-12",4,1,"Symfony"
"Software Engineer","Automotive",1,3,8,5,5500,"Kotlin","Back-end","2024-12",4,1,"Spring"
"Software Engineer","Machine Learning",20,1,9,4,6500,"TypeScript","Full Stack","2024-12",5,1,"Node.js,React,FastAPI"
"Software Engineer","Adtech / Advertising",1,2,3,4,1900,"Java","Back-end","2024-12",3,1,"Spring"
"Software Engineer","Fintech / Banking / Capital Management",32,1,3,5,2000,"C#/.NET","Back-end","2024-12",3,1,"ASP.NET,.NET"
"Business Analyst","Fintech / Banking / Capital Management",1,3,5,4,3600,"",NA,"2024-12",3,3,NA
"QA/QC/SDET","3D",1,3,10,5,3000,"JavaScript","Automation QA","2024-12",5,2,".NET,NUnit,Cypress,Mocha"
"SEO Specialist","",1,1,8,1,900,"",NA,"2024-12",0,19,NA
"Product Manager","Media",12,5,1,5,2500,"",NA,"2024-12",0,12,NA
"DevOps","Machine Learning",7,4,8,3,2000,"",NA,"2024-12",4,5,NA
"Business Development Manager","Automotive",12,4,2,4,2200,"",NA,"2024-12",5,21,NA
"Software Engineer","Fintech / Banking / Capital Management",1,4,1,4,3750,"Java","Back-end","2024-12",4,1,"Spring"
"Software Engineer","Fintech / Banking / Capital Management",1,3,2,4,925,"C#/.NET","Full Stack","2024-12",2,1,"Angular / Angular.js,.NET,ASP.NET,jQuery"
"Software Engineer","Gambling",28,1,4,4,3500,"JavaScript","Front-end","2024-12",3,1,"Next.js,Vue.js,Svelte,React,Nuxt.js"
"QA/QC/SDET","Adtech / Advertising",1,1,1,3,800,"","Manual QA","2024-12",2,2,""
"Software Engineer","Ecommerce",32,4,3,3,1924,"JavaScript","Full Stack","2024-12",3,1,"Nest.js"
"Software Engineer","",32,3,4,4,2700,"TypeScript","Front-end","2024-12",3,1,"Angular / Angular.js,Capacitor,Cordova"
"Software Engineer","Mobile",3,1,6,4,4000,"Kotlin","Mobile","2024-12",4,1,"Android SDK (Native)"
"Project Manager","Fintech / Banking / Capital Management",1,1,3,5,2000,"",NA,"2024-12",3,11,NA
"BI Analyst","Business Intelligence / Data Warehouse",12,1,5,4,2400,"DB langs",NA,"2024-12",3,3,NA
"Software Engineer","Fintech / Banking / Capital Management",1,1,4,5,2805,"Java","Back-end","2024-12",3,1,"Hibernate,Node.js,Spring,Angular / Angular.js"
"Software Engineer","Manufacturing",1,3,3,4,1600,"C#/.NET","Full Stack","2024-12",3,1,".NET,ASP.NET,jQuery"
"Software Engineer","High Load Systems",1,3,9,2,3000,"PHP","Back-end","2024-12",3,1,"Other"
"QA/QC/SDET","Ecommerce",6,4,3,1,650,"Python","Manual QA","2024-12",3,2,""
"UI/UX Designer","Medtech / Healthcare",7,1,2,3,810,"",NA,"2024-12",3,14,NA
"Software Engineer","Gambling",1,3,10,2,5500,"PHP","Back-end","2024-12",4,1,"Yii,Laravel"
"Business Analyst","Retail",1,3,2,3,1850,"",NA,"2024-12",3,3,NA
"DevOps","Ecommerce",23,1,3,3,380,"",NA,"2024-12",2,5,NA
"Data Analyst","Fintech / Banking / Capital Management",26,3,0,3,750,"DB langs",NA,"2024-12",2,3,NA
"Accountant","Gambling",1,3,5,3,1070,"",NA,"2024-12",3,23,NA
"Sales Development Representative","HR",1,1,5,1,700,"",NA,"2024-12",3,21,NA
"Software Engineer","Ecommerce",12,3,9,4,6894,"TypeScript","Front-end","2024-12",4,1,"Angular / Angular.js"
"Sales Development Representative","Outstaff",1,2,4,3,1600,"",NA,"2024-12",0,21,NA
"QA/QC/SDET","Ecommerce",12,3,3,3,1500,"","Manual QA","2024-12",3,2,""
"DevOps","Real estate",3,1,3,4,3500,"Python",NA,"2024-12",4,5,NA
"Technical Support","Security",6,1,4,5,1250,"DB langs",NA,"2024-12",5,22,NA
"UI/UX Designer","Mobile,Ecommerce",1,1,2,4,800,"",NA,"2024-12",0,14,NA
"Head of UX/UI","Uberfication",1,3,3,4,5950,"",NA,"2024-12",7,14,NA
"Employee Engagement Manager","Business Intelligence / Data Warehouse",21,3,2,4,2600,"",NA,"2024-12",4,18,NA
"Recruiter","Gambling",1,3,6,2,3000,"",NA,"2024-12",3,18,NA
"QA/QC/SDET","Telecom",17,3,6,4,2300,"","Manual QA","2024-12",4,2,""
"HR Generalist","Adtech / Advertising",32,3,4,1,2660,"",NA,"2024-12",0,18,NA
"QA/QC/SDET","High Load Systems,Adtech / Advertising",15,3,1,3,800,"","Manual QA","2024-12",2,2,""
"Software Engineer","Medtech / Healthcare",3,1,4,3,2500,"Java","Back-end","2024-12",3,1,"Spring,Apache Beam"
"NOC Engineer","Networking",1,3,5,2,2650,"Python",NA,"2024-12",5,6,NA
"Scrum Master","Logistics,Fintech / Banking / Capital Management",23,2,3,4,1700,"",NA,"2024-12",3,13,NA
"Software Engineer","Ecommerce",29,3,6,3,3500,"Python","Back-end","2024-12",4,1,"Flask"
"Software Engineer","Fintech / Banking / Capital Management",15,3,1,4,985,"Java","Full Stack","2024-12",2,1,"Angular / Angular.js,Node.js,Spring"
"Software Engineer","Blockchain",12,1,2,3,1500,"Golang","Back-end","2024-12",3,1,""
"DevOps","Ecommerce",3,1,3,2,1420,"Python",NA,"2024-12",0,5,NA
"Software Engineer","Logistics",12,1,9,4,4400,"JavaScript","Front-end","2024-12",4,1,"React"
"Product Manager","Ecommerce",1,4,2,4,2000,"",NA,"2024-12",5,12,NA
"Software Engineer","Medtech / Healthcare",3,1,6,5,8000,"PHP","Software Architect","2024-12",8,1,""
"Sales Manager","",12,1,4,5,4000,"",NA,"2024-12",4,21,NA
"QA/QC/SDET","Security",12,1,2,3,2000,"TypeScript","Automation QA","2024-12",3,2,"Cypress,Playwright,PyTest,Appium,Selenium"
"Software Engineer","Adtech / Advertising",3,4,1,2,500,"TypeScript","Front-end","2024-12",2,1,"React"
"Compensation and Benefit Specialist","Ecommerce",12,1,1,3,900,"",NA,"2024-12",0,18,NA
"Content (Marketing) Manager","Data Science",7,3,6,5,1600,"",NA,"2024-12",5,20,NA
"Software Engineer","Ecommerce",12,1,10,4,5200,"C#/.NET","Back-end","2024-12",5,1,".NET"
"Product Manager","Fintech / Banking / Capital Management",1,3,3,5,4600,"",NA,"2024-12",5,12,NA
"Lawyer","Fintech / Banking / Capital Management",1,3,9,4,2750,"",NA,"2024-12",3,24,NA
"2D Artist","Gamedev,Mobile",16,3,3,2,1300,"",NA,"2024-12",0,15,NA
"Lead Generation Specialist","AR/VR",1,1,1,2,1000,"",NA,"2024-12",0,21,NA
"System Administrator","Працюю на німецький бадішоп",12,2,6,5,1400,"Python",NA,"2024-12",0,6,NA
"UI/UX Designer","Ecommerce,Mobile",1,3,1,4,500,"",NA,"2024-12",2,14,NA
"QA/QC/SDET","Remote Access",12,3,8,3,3900,"","Manual QA","2024-12",4,2,""
"Head of Recruitment","Govermant",1,7,2,4,2200,"",NA,"2024-12",7,18,NA
"Software Engineer","Fintech / Banking / Capital Management",3,3,5,4,3400,"JavaScript","Front-end","2024-12",4,1,"React,.NET,ExtJS"
"QA/QC/SDET","Fintech / Banking / Capital Management",7,1,4,5,1295,"JavaScript","General QA","2024-12",3,2,"Cypress,JSON,Postman,Mocha"
"Integration Engineer/Manager","Корпоративні системи",12,2,3,4,3500,"Java",NA,"2024-12",3,22,NA
"QA/QC/SDET","Software development",1,3,1,5,2000,"JavaScript","General QA","2024-12",3,2,""
"DevOps","Fintech / Banking / Capital Management",20,1,3,5,3100,"Python",NA,"2024-12",3,5,NA
"Software Engineer","Fintech / Banking / Capital Management",1,3,8,5,5300,"Java","Back-end","2024-12",4,1,"Spring,jQuery"
"Infrastructure Engineer","High Load Systems",27,1,1,3,950,"Groovy",NA,"2024-12",0,5,NA
"Business Analyst","Medtech / Healthcare",28,1,1,5,1000,"",NA,"2024-12",2,3,NA
"Software Engineer","Fintech / Banking / Capital Management",1,3,2,4,900,"Python","Back-end","2024-12",2,1,"FastAPI,Django"
"HR Business Partner","Media",1,3,8,3,3280,"",NA,"2024-12",5,18,NA
"Software Engineer","Legal",17,3,9,4,6600,"C#/.NET","Back-end","2024-12",4,1,".NET,ASP.NET,.NETMAUI"
"Software Engineer","Mobile",12,1,2,5,1200,"Kotlin","Mobile","2024-12",3,1,"Android SDK (Native),Jetpack Compose"
"Software Engineer","Travel",32,2,10,4,5000,"Java","Back-end","2024-12",4,1,"Spring"
"Delivery Manager","Automotive",12,1,3,4,6000,"",NA,"2024-12",4,11,NA
"Software Engineer","Manufacturing",12,1,0,4,370,"Python","Back-end","2024-12",2,1,"FastAPI"
"Software Engineer","Automotive",23,1,6,4,4900,"TypeScript","Front-end","2024-12",4,1,"Vue.js"
"Software Engineer","Architecture,Engineering,Construction",1,3,7,3,2070,"C++","Desktop","2024-12",4,1,""
"QA/QC/SDET","Gambling",32,3,4,5,3500,"TypeScript","General QA","2024-12",3,2,"Cypress,Postman"
"CTO (Chief Technology Officer)","Корпоративні системи,Fintech / Banking / Capital Management",1,3,5,3,8000,"PHP",NA,"2024-12",12,10,NA
"Software Engineer","Security",12,1,7,4,4600,"Python","Back-end","2024-12",6,1,"Flask,Django"
"Engineering Manager","",1,3,3,3,7700,"Golang",NA,"2024-12",5,13,NA
"System Analyst","Fintech / Banking / Capital Management",1,3,4,2,2400,"",NA,"2024-12",4,3,NA
"Software Engineer","",2,3,10,4,4000,"PHP","Full Stack","2024-12",4,1,"Laravel,Vue.js"
"Software Engineer","Fintech / Banking / Capital Management",3,1,3,3,1700,"JavaScript","Front-end","2024-12",2,1,""
"Software Engineer","Medtech / Healthcare",28,6,10,3,3000,"JavaScript","Front-end","2024-12",3,1,"React,WordPress,jQuery,Angular / Angular.js"
"QA/QC/SDET","Gambling",24,1,1,3,1130,"","Manual QA","2024-12",3,2,""
"Software Engineer","Ecommerce",2,3,8,4,6150,"Python","Back-end","2024-12",4,1,"Django,React"
"Graphic Designer","Security",12,1,1,4,700,"",NA,"2024-12",2,17,NA
"Software Engineer","Gambling",1,2,3,3,2350,"JavaScript","Front-end","2024-12",4,1,"Angular / Angular.js,React"
"Head of AI","",1,3,8,5,6000,"",NA,"2024-12",7,4,""
"QA/QC/SDET","High Load Systems",1,3,1,2,2300,"Python","Manual QA","2024-12",3,2,"Postman,PyTest"
"Software Engineer","Telecom,Blockchain,Embedded",12,3,5,4,8300,"Golang","Back-end","2024-12",5,1,""
"Software Engineer","Mobile",1,3,0,4,400,"Kotlin","Mobile","2024-12",2,1,"Jetpack Compose,Android SDK (Native)"
"Software Engineer","Insurance",26,1,4,3,2000,"TypeScript","Back-end","2024-12",3,1,"Node.js"
"Software Engineer","Ecommerce",1,3,6,4,7000,"PHP","Back-end","2024-12",4,1,"Symfony"
"Copywriter","Security,Insurance",1,3,1,5,800,"",NA,"2024-12",2,20,NA
"Software Engineer","Security,Internet of Things,Embedded",32,3,10,3,4200,"C","Embedded","2024-12",11,1,""
"Product Manager","Ecommerce",1,4,3,4,2500,"",NA,"2024-12",4,12,NA
"QA/QC/SDET","Ecommerce",1,3,4,3,2500,"","Manual QA","2024-12",4,2,""
"HR Generalist","",15,1,4,4,1600,"",NA,"2024-12",4,18,NA
"Sales Manager","Edtech / Education",26,2,3,5,1400,"",NA,"2024-12",3,21,NA
"Software Engineer","",12,1,6,4,2500,"JavaScript","Front-end","2024-12",3,1,"React"
"MLOps Engineer","Big Data,Machine Learning,Data Science",7,3,7,3,4200,"Python",NA,"2024-12",4,4,"Spark,NumPy,Dagster,Pandas,Requests"
"Software Engineer","Security",1,3,2,4,600,"Rust","Back-end","2024-12",2,1,"Tauri"
"Software Engineer","Gambling",1,3,6,4,4000,"Java","Back-end","2024-12",3,1,"Spring"
"Product Manager","Hardware",12,3,1,2,1550,"",NA,"2024-12",2,12,NA
"Software Engineer","Cloud Computing",26,1,0,2,300,"Python","Back-end","2024-12",1,1,"Django,FastAPI"
"Head of HR","",28,1,6,5,3500,"",NA,"2024-12",7,18,NA
"DevOps","Security,Cloud Computing,High Load Systems",1,3,4,4,6000,"Python",NA,"2024-12",4,5,NA
"Product Manager","Medtech / Healthcare",1,3,10,3,2000,"PHP",NA,"2024-12",0,12,NA
"HR Business Partner","Fintech / Banking / Capital Management",12,3,4,4,2000,"",NA,"2024-12",3,18,NA
"Software Engineer","Fintech / Banking / Capital Management",12,2,1,4,988,"Інша","Front-end","2024-12",2,1,"dotCMS,Vue.js,Velocity Template Language"
"DevOps","Medtech / Healthcare,Cloud Computing",32,1,3,5,2000,"Python",NA,"2024-12",3,5,NA
"Software Engineer","Корпоративні системи",15,2,10,5,6300,"Java","Back-end","2024-12",5,1,"Spring"
"Resource Manager","nondelivery",12,1,3,4,1450,"",NA,"2024-12",3,18,NA
"QA/QC/SDET","Fintech / Banking / Capital Management",12,3,7,3,2300,"","Manual QA","2024-12",3,2,""
"Data Analyst","",3,3,1,4,1200,"",NA,"2024-12",3,3,NA
"Business Development Manager","Gambling",1,3,3,4,2400,"",NA,"2024-12",3,21,NA
"Product Owner","Ecommerce",12,3,4,5,6100,"",NA,"2024-12",0,12,NA
"Software Engineer","Hardware,Security,Embedded",12,1,0,4,360,"C++","Back-end","2024-12",1,1,"Other"
"Software Engineer","Ecommerce",12,1,7,4,4700,"Swift","Mobile","2024-12",4,1,"SwiftUI,UIKit,iOS SDK (Native)"
"Business Analyst","Gambling",15,3,4,5,3500,"",NA,"2024-12",3,3,NA
"Software Engineer","Ecommerce",12,1,5,4,2900,"JavaScript","Front-end","2024-12",4,1,"React"
"Software Engineer","Ecommerce",3,1,0,3,900,"JavaScript","Front-end","2024-12",2,1,"Next.js,React"
"Product Owner","Agriculture,Retail",3,1,4,4,5250,"Python",NA,"2024-12",0,12,NA
"Software Engineer","Mobile,Gamedev",1,3,5,2,2000,"C#/.NET","","2024-12",3,1,""
"Software Engineer","Retail",28,3,10,4,4925,"PHP","Back-end","2024-12",4,1,"Symfony"
"Email Marketing Specialist","Edtech / Education",1,3,3,3,2700,"",NA,"2024-12",4,19,NA
"Business Analyst","Edtech / Education",12,1,3,4,2000,"",NA,"2024-12",3,3,NA
"BI Engineer","Big Data",1,3,6,3,3500,"DB langs",NA,"2024-12",3,4,"Other"
"QA/QC/SDET","Retail",32,2,10,4,5500,"JavaScript","Automation QA","2024-12",5,2,"PyTest,Selenium,Cypress,TestCafe"
"Software Engineer","Mobile",12,5,0,4,250,"Kotlin","Mobile","2024-12",1,1,"Jetpack Compose"
"Software Engineer","Корпоративні системи,Public services / Government,Miltech",1,7,4,5,1200,"TypeScript","Front-end","2024-12",3,1,"Next.js,React"
"Software Engineer","Mobile,Social",12,4,0,4,700,"Java","Back-end","2024-12",2,1,"Spring,Hibernate"
"Software Engineer","Gambling",1,3,2,4,1300,"JavaScript","Front-end","2024-12",2,1,"Vue.js,Nuxt.js"
"Electronics Engineer","Embedded,Internet of Things",12,3,2,3,800,"C",NA,"2024-12",2,8,NA
"Software Engineer","Ecommerce",3,3,5,3,1600,"JavaScript","Front-end","2024-12",3,1,"React,jQuery,Gin"
"Software Engineer","Medtech / Healthcare",27,2,10,4,5000,"Ruby","Full Stack","2024-12",4,1,"Ruby on Rails,Vue.js,React"
"Business Analyst","Insurance",1,1,10,5,3500,"",NA,"2024-12",4,3,NA
"Product Manager","Ecommerce",1,3,6,5,4200,"",NA,"2024-12",4,12,NA
"Software Engineer","Mobile",27,1,1,2,600,"JavaScript","Mobile","2024-12",2,1,"React Native"
"Software Engineer","Manufacturing",6,3,10,2,1000,"LAD","Embedded","2024-12",3,1,""
"Software Engineer","Medtech / Healthcare",27,3,3,3,4100,"Python","Back-end","2024-12",3,1,""
"Accountant","Mobile",7,3,2,3,800,"",NA,"2024-12",3,23,NA
"Software Engineer","Fintech / Banking / Capital Management",1,1,9,4,3700,"JavaScript","Front-end","2024-12",4,1,"Angular / Angular.js"
"Data Analyst","Medtech / Healthcare",1,3,0,3,800,"Python",NA,"2024-12",2,3,NA
"BI Analyst","Manufacturing",1,3,1,3,1300,"M,DAX,SQL",NA,"2024-12",2,3,NA
"CEO/founder/cofounder","Ecommerce",1,3,7,5,11000,"",NA,"2024-12",12,9,NA
"QA/QC/SDET","Fintech / Banking / Capital Management",2,2,6,3,3750,"C#/.NET","Automation QA","2024-12",3,2,".NET,JSON,Selenium"
"Software Engineer","Gamedev",27,3,5,3,3500,"C#/.NET","","2024-12",3,1,""
"Software Engineer","",1,3,10,2,4100,"PHP","Back-end","2024-12",4,1,"Phalcon"
"Lead Generation Specialist","Fintech / Banking / Capital Management",23,1,2,4,900,"",NA,"2024-12",3,21,NA
"Technical Support","Ecommerce,Cloud Computing,Retail",12,3,10,2,800,"",NA,"2024-12",4,22,NA
"Software Engineer","Big Data",1,7,0,1,450,"DB langs","Database developer","2024-12",2,1,""
"Software Engineer","Manufacturing",1,1,3,4,2153,"C#/.NET","Full Stack","2024-12",4,1,".NET,React,Node.js,.NETMAUI"
"Software Engineer","Media",12,2,4,4,3500,"JavaScript","Front-end","2024-12",3,1,"Angular / Angular.js"
"Software Engineer","Gambling",32,3,7,3,6500,"TypeScript","Back-end","2024-12",4,1,""
"Software Engineer","Gambling",1,3,5,1,2800,"PHP","Back-end","2024-12",3,1,"Laravel"
"Security/SOC Analyst","Logistics",5,1,1,2,600,"Python",NA,"2024-12",2,3,NA
"Software Engineer","Ecommerce",3,3,8,3,5000,"PHP","Back-end","2024-12",4,1,"Symfony"
"Software Engineer","Big Data,Cloud Computing",3,3,7,4,7300,"Python","Back-end","2024-12",4,1,"FastAPI"
"UI/UX Designer","",12,3,5,2,450,"",NA,"2024-12",3,14,NA
"Software Engineer","Medtech / Healthcare",1,3,10,4,6500,"Ruby","Full Stack","2024-12",4,1,"Ruby on Rails,React,Vue.js"
"Data Analyst","Retail",1,3,6,3,1400,"DB langs",NA,"2024-12",0,3,NA
"Data/Big Data Engineer","Security",23,3,5,5,6350,"Python",NA,"2024-12",4,4,"Spark,Pandas,airflow"
"Software Engineer","Blockchain",24,1,2,3,1800,"TypeScript","Back-end","2024-12",2,1,"Next.js,Node.js"
"Software Engineer","Корпоративні системи",12,1,6,4,4200,"Java","Full Stack","2024-12",4,1,"Spring,Vue.js"
"Software Engineer","Cloud Computing,Cloud Automation and Optimization",7,3,6,5,7800,"Golang","Back-end","2024-12",4,1,""
